smiles,heavy_atoms
Cc1cc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)no1,19
O=C(Nc1ccccc1N1CCCCC1)c1ccco1,20
O=C(NCc1cccnc1)c1ccc(-c2cccs2)s1,20
CC(=O)Nc1ccc(NC(=O)Nc2cccs2)cc1,19
O=C(Nc1ccc(C(F)(F)F)cn1)Nc1cccs1,19
COC(=O)CN1C(=O)c2ccccc2S1(=O)=O,17
O=C(Nc1ccccc1)Nc1ccc(C(F)(F)F)cn1,20
CN(CCc1ccccn1)C(=O)Nc1ccccc1,19
COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,17
CN(CCc1ccccn1)C(=O)Nc1ccc(F)cc1,20
CN(C(=O)c1ccc2nccnc2c1)C1CCCCC1,20
CN(Cc1ccccc1)S(=O)(=O)c1cn(C)cn1,18
O=C(c1cccs1)N1CCCCC1c1ccccn1,19
O=C(Nc1ccc2[nH]ccc2c1)c1ccc(F)cc1,19
COc1ccc(C(=O)Nc2ccc3[nH]ccc3c2)cc1,20
O=S(=O)(Nc1ccc2[nH]ccc2c1)c1cccs1,18
Cn1cnc(S(=O)(=O)Nc2ccc3[nH]ccc3c2)c1,19
CC(=O)Nc1ccc(NS(=O)(=O)c2cn(C)cn2)cc1,20
CC(=O)Nc1ccc(NC(=O)c2ccccc2)cc1,19
c1n[nH]c(Sc2c3c(nc4ncnn24)CCC3)n1,18
Cn1cnc2c(nnn2Cc2ccc(Cl)cc2)c1=O,19
CCOC(=O)CSc1ncnc2sc3c(c12)CCCC3,20
O=C(Nc1ccccc1)c1ccc2c(c1)OCCCO2,20
CN(CCc1ccccn1)S(=O)(=O)c1cccc(Cl)c1,20
COC(=O)c1ccc(-c2cn3cccnc3n2)cc1,19
O=C(c1ccc2c(c1)OCCCO2)N1CCOCC1,19
O=C(c1ccccc1)n1ccc(-c2cccs2)n1,18
N#CC1(c2ccc(Cl)c(Cl)c2)CCC(=O)CC1,17
COC(=O)c1cc(Br)ccc1NC(C)=O,15
COc1cccc(C(=O)n2ccc(-c3cccs3)n2)c1,20
Cc1cc(C(=O)n2ccc(-c3cccs3)n2)c(C)o1,19
O=C(NCc1cccs1)c1ccc2nccnc2c1,19
CC(C)NC(=O)CN1C(=O)c2ccccc2S1(=O)=O,19
CC(=O)Nc1ccc(C(C)=O)cc1Br,14
Cn1nc(-c2ccccc2)cc1NC(=O)c1cccs1,20
O=C(OCc1ccccc1)n1nnc2ccccc21,19
CCOC(=O)CSc1nnc(-c2cccs2)n1N,18
CC1CCc2c(sc(NC(=O)c3ccco3)c2C#N)C1,20
CC(=O)Nc1cc(Br)ccc1OC(F)(F)F,16
CCOC(=O)c1nnn(Cc2ccccc2Cl)c1N,19
NC(=O)c1nnn(Cc2ccccc2Cl)c1N,17
N#Cc1c(-c2cccs2)cc(-c2ccccc2)[nH]c1=O,20
Cc1ncc(NS(=O)(=O)c2ccc(N)cc2)c(C)n1,19
CCOC(=O)N1CCC(NS(=O)(=O)c2cccs2)CC1,20
CCOC(=O)N1CCC(NC(=O)c2cccs2)CC1,19
CCOC(=O)N1CCC(NC(=O)c2cc(C)on2)CC1,20
CCOC(=O)N1CCC(NC(=O)c2snnc2C)CC1,20
CCOC(=O)N1CCC(NC(=O)C2CCCCC2)CC1,20
O=C(Nc1ccccc1C(F)(F)F)c1ccsc1,18
CCCc1ccc(OCC(C)O)c(C(C)=O)c1O,18
COc1c(OCc2ccccc2)ccc(C(C)=O)c1O,20
O=C(Nc1cccs1)N1CCN(c2ncccn2)CC1,20
O=C(NCC1COc2ccccc2O1)C1CCCCC1,20
CC=Cc1cc(C(C)=O)c(O)c(CCC)c1NC(C)=O,20
Cc1nnsc1C(=O)NCC1COc2ccccc2O1,20
O=S(=O)(NCC1COc2ccccc2O1)c1cccs1,20
CCCc1c(O)c(C(C)=O)cc(C(C)=O)c1NCC,19
COc1ccc(NS(=O)(=O)c2ccccc2)cn1,18
COc1ccc(NS(=O)(=O)c2ccc(C)c(Cl)c2)cn1,20
COc1ccc(NS(=O)(=O)c2ccc(F)cc2)cn1,19
NC(=O)c1ccccc1NCC(=O)c1ccc(F)cc1,20
COc1ccc(NC(=O)Nc2ccc(F)cc2)cn1,19
COc1ccc(NC(=O)Nc2cc(C)cc(C)c2)cn1,20
Cc1ccc(CNC(=O)Nc2ccc(F)cc2F)n1C,20
Cc1ccc(CNC(=O)Nc2ccc(F)cc2)n1C,19
Cc1ccc(CNS(=O)(=O)c2cccs2)n1C,17
Cc1ccc(CNC(=O)Nc2cccc(Cl)c2)n1C,19
Cc1c(Cl)cccc1NC(=O)NCc1ccc(C)n1C,20
N#Cc1ccc(CNC(=O)Nc2ccccc2)cc1,19
CCOC(=O)c1cn2nc(N3CCCC3)ccc2n1,19
Cc1ccc(C(=O)CC(O)C(Cl)(Cl)Cl)cc1,16
COc1cccc(Cc2nnc(-c3snnc3C)o2)c1,20
O=C(c1ccccc1)c1cnn(-c2ccc(Cl)cc2)n1,20
O=C(c1cnn(-c2ccc(Cl)cc2)n1)c1cccs1,19
CCOC(=O)c1c(Cl)c2ccccc2n(C)c1=O,18
COC(=O)c1c(Cl)c2ccccc2n(C)c1=O,17
CCOC(=O)c1c(Cl)c2cccc3c2n(c1=O)CCC3,20
CCOC(=O)c1nnc(-c2ccc(C(F)(F)F)cc2)o1,20
Cc1cc(C(=O)Nc2ccc3c(c2)OCCO3)no1,19
NC(=O)C1CCN(C(=O)OCc2ccccc2)CC1,19
O=S(=O)(c1ccccc1)n1cc(CO)c2ccccc21,20
O=S(=O)(c1ccccc1)n1c(CO)cc2ccccc21,20
Cn1c(=O)c2c(nc(NC3CCCC3)n2C)n(C)c1=O,20
O=c1[nH]c2cc(Cl)c(Cl)cc2n1-c1ccncc1,18
N#CCn1cnc2c(cnn2-c2ccccc2)c1=O,19
CCN(CC)c1ncnc2c1cnn2-c1ccccc1,20
Cc1ccc(Oc2ccc(Br)cc2)nn1,15
CCOC(=O)c1ccc(Oc2ccc(C)nn2)cc1,19
C=CCn1cnc2c(sc3nc(C)cc(C)c32)c1=O,19
NC(=O)c1nnn(Cc2ccc(Cl)cc2)c1N,17
CCOc1ncnc2c1sc1nc(C)cc(C)c12,18
CCN(CC)c1ncnc2c1sc1nc(C)cc(C)c12,20
C#CC1(NC(=O)NC(O)C(Cl)(Cl)Cl)CCCCC1,18
CSc1ncnc2c1nnn2Cc1ccccc1,18
CSc1ncnc2c1nnn2Cc1ccc(F)cc1,19
CCOC(=O)c1nn(-c2ccc(C)cc2)cc1C#N,19
Cc1cnnn1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1,20
O=C(Nc1ccncc1)Nc1csc2ccccc12,19
Cc1cc(CNC(=O)Nc2csc3ccccc23)no1,20
Cn1ccnc1SCC(=O)N1CCc2ccccc21,19
O=C(NCc1cccs1)NCc1cccs1,16
CC1=Nn2c(Cn3nnc4ccccc43)nnc2SC1,20
COc1cc(OC)c2nc(C)c3c(c2c1)SCC3,18
N#Cc1c(O)cc(Br)cc1Br,11
Nn1c(Cc2ccccc2)nc2ccccc2c1=O,19
N#Cc1cnc(SCc2ccc(Cl)cc2)nc1N,18
Cc1csc2c(=O)n(N)c(-c3ccc(Cl)cc3)nc12,19
CCOC(=O)c1cnn(-c2ccccc2)c1C(F)(F)F,20
CCCc1c(C(=O)OCC)cnn1-c1ccccc1,19
Cc1cc(C)c(C#N)c(Sc2ncc(C#N)c(N)n2)n1,20
COc1ccc(Nc2ncc(C#N)c(N)n2)c(OC)c1,20
C=CCn1c2ccccc2c2nn3cnnc3nc21,19
CC1=Nn2c(nnc2-c2ccc(Cl)cc2)SC1,17
Clc1ccccc1CSc1nnc2n1CCCN2,18
O=C(CSc1nnc2n1CCCN2)c1cccs1,18
CCOC(=O)CSc1nnc2sc3ccccc3n12,19
Nc1ccccc1SCC(O)CSc1cccs1,18
c1ccc2c(c1)SCc1nnc(-c3ccncc3)n1-2,19
c1ccc(-c2nnc3n2-c2ccccc2SC3)cc1,19
Cc1cc(C)c2c(n1)sc1c(=O)n(N)c(C)nc12,18
CCOC(=O)Cn1sc2nc(C)cc(C)c2c1=O,18
O=c1c(N2CCOCC2)nnc2sc3ccccc3n12,20
Fc1ccccc1-c1nnc2n1-c1ccccc1SC2,20
Cc1cc(C)c2c(=O)n(C(=O)c3cccs3)sc2n1,19
COc1ccccc1C1CCN(C(=O)C2CCC2)CC1,20
CCOC(=O)Cn1nc2n(c1=O)-c1ccccc1SC2,20
C=CCn1cnc2sc(-c3ccccc3)cc2c1=O,19
CCOC(=O)c1cnc(N2CCOCC2)nc1N,18
O=C(NC(n1cccnc1=O)C(Cl)(Cl)Cl)c1ccco1,20
CCOC(=O)CS(=O)(=O)c1ccc(Cl)cc1,16
CCOC(=O)c1cnc2c(c(C)nn2C)c1Cl,17
COc1cc2c(cc1OC)C(=O)NCC(C)(C)O2,18
Cc1nn(C)c2ncc(C(=O)NC(C)C)c(Cl)c12,18
COc1ccc(-c2cc(=O)c3cc(F)ccc3o2)cc1,20
COC(=O)c1sc(SC)c(S(=O)(=O)C(C)C)c1Cl,18
FC(F)(F)c1ccc(SCc2ccco2)nc1,17
CN1C(=O)N(c2ccc(Cl)cc2)C(C)(O)CC1(C)C,19
CCOC(=O)c1csc(C2COc3ccccc3O2)n1,20
CCOC(=O)Cc1nn(CC#N)c(=O)c2ccccc12,20
CC(C)n1cc(C#N)c(=O)n(Cc2ccccc2)c1=O,20
CCOC(=O)c1cncc(C#Cc2ccccc2)c1,19
COC(=O)c1cc(OC)c(OC)cc1Br,15
COc1ccc(-c2ccc3ccccc3n2)cc1OC,20
Cc1ccc2nc3c(cc2c1)c(=O)n(C)c(=O)n3C,19
Cc1ccc2cc3c(=O)n(C)c(=O)n(C)c3nc2c1,19
CCOC(=O)c1sc(SC)c(S(C)(=O)=O)c1N,17
OCC(O)C(O)C(O)C1Nc2ccccc2S1,17
Clc1ccc2nc3c(nc2c1)Nc1ncccc1O3,19
N#Cc1cn(C2CC2)c(=O)n(Cc2ccccc2)c1=O,20
COc1ccc(-c2cc(C(F)(F)F)nc(N)n2)cc1,19
CC(=O)NC(Nc1ccccc1)(C(F)(F)F)C(F)(F)F,20
COc1ccc(-c2oc3ccccc3c(=O)c2N)cc1,20
CCOC(=O)C1CCN(c2ccc(C#N)cc2)CC1,19
CCOC(=O)c1cnc(NCc2ccccc2)s1,18
COc1cccc(CC(=O)c2ccc(C#N)cc2)c1,19
COc1cccc(C(=O)Cc2ccc(C#N)cc2)c1,19
NC(=O)c1ccc(CC(=O)c2ccc(Cl)cc2)cc1,19
NC(=O)c1cccc(CC(=O)c2ccc(Cl)cc2)c1,19
Cc1ccccc1C(=O)Cc1ccc(C(N)=O)cc1,19
Cn1nc(-c2ccc(CO)s2)cc1C(F)(F)F,17
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CO,18
O=C1CCCN1c1ccc(S(=O)(=O)CO)cc1,17
CC(C)Oc1cccc(OCC(F)(F)F)c1C#N,18
COC(NC(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F,20
COc1ccc(C(O)(c2ccccc2)C2CC2)cc1,19
c1ccc(OC2CCCCO2)c(OC2CCCCO2)c1,20
CCOC(=O)CSc1nnnn1-c1ccccc1,18
NC(=O)CNC(=O)CSc1nc2ccccc2s1,18
COc1ccc(CCNc2ccccc2N)cc1OC,20
COc1cc(C(O)C(Cl)(Cl)Cl)cc(OC)c1OC,18
CCOC(=O)c1c(Cl)c2ccccc2oc1=O,17
COc1ccc2nc3c(cc2c1)c(=O)n(C)c(=O)n3C,20
O=C(NC1CCN(C(=O)c2ccco2)CC1)C1CCC1,20
COc1cccc(-c2coc3cc(O)ccc3c2=O)c1,20
COc1ccc(C(=O)Nc2ccccc2)cc1OC,19
COc1ccc(C(=O)Nc2cccc(Cl)c2)cc1OC,20
COc1ccc(C(=O)NC2CCCCC2)cc1OC,19
O=S(=O)(CS(=O)(=O)c1ccccc1)c1ccccc1,19
COC(=O)COc1cc(OC)ccc1C(=O)OC,18
Cc1cc(Br)c(N)c(Br)c1,10
O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccccc1,19
O=C(OCn1ncc(Cl)c(Cl)c1=O)c1cccs1,18
CSc1nnc(-c2cc(Cl)cc(Cl)c2)n1N,16
N#Cc1ccccc1SCC(=O)c1ccccc1,18
O=C1Cc2ccccc2C(c2ccc(Cl)cc2)N1,18
O=C1Cc2ccccc2C(c2ccc(Br)cc2)N1,18
O=C1Cc2ccccc2C(c2ccccc2Cl)N1,18
COc1cnn(Cc2ccccc2)c(=O)c1Cl,17
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,19
CN(C(F)(F)C(F)F)S(=O)(=O)c1ccccc1,17
CCOC(=O)c1cc(C#N)c(N)c(Br)c1O,16
Cc1ccc(N)c(C(O)(C(F)(F)F)C(F)(F)F)c1,18
CCC(CO)NC(=O)c1cc(OC)c(OC)c(OC)c1,20
Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2F)cc1,19
CC(=O)Nc1sc2c(c1C#N)CCc1ccccc1-2,19
CSc1nn2c(-c3ccccn3)ccnc2c1C#N,19
N#Cc1c(-c2ccccc2)c(C#N)c(=O)n(N)c1N,19
N#Cc1c(-c2cccs2)c(C#N)c(=O)n(N)c1N,18
O=c1oc(C(Cl)(Cl)Cl)nc2ccccc12,15
CSc1nc(N)n(-c2cc(Cl)cc(Cl)c2)n1,16
Nc1ncnc(SCc2c(Cl)cccc2Cl)n1,17
Nc1ncnc(SCc2ccc(Cl)cc2)n1,16
Nc1ncnc(SCc2c(F)cccc2Cl)n1,17
CCOC(=O)c1cc(C)n(-c2ccc(Cl)cc2)n1,18
CCOC(=O)c1ccc(N2CCOCC2)c(N)c1,18
CSc1cccc(NC2OC(=O)c3ccccc32)c1,19
Oc1c(Br)cc(-c2csnn2)cc1Br,14
Cc1cc(NC(=O)c2ccc(Cl)cc2Cl)n(C)n1,18
Cc1nn(C)c(NC(=O)c2ccccc2)c1Br,17
Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1,18
N#CC1=NC2(CCCCC2)C2CCCCC2=NC1C#N,20
Cc1nn(C)c(NC(=O)c2ccccc2Cl)c1Br,18
Cc1nn(C)c(NC(=O)c2ccccc2Cl)c1Cl,18
Cc1nn(C)c(NC(=O)c2ccc(Cl)cc2)c1Cl,18
Cc1cc(NC(=O)Nc2ccccc2)n(C(C)(C)C)n1,20
Cc1cc(NC(=O)c2ccccc2Cl)n(C(C)(C)C)n1,20
Cc1cc(NC(=O)c2ccccc2F)n(C(C)(C)C)n1,20
Cc1cc(NC(=O)c2ccccc2)n(C(C)(C)C)n1,19
Cc1cc(NC(=O)c2ccc(Cl)cc2)n(C(C)(C)C)n1,20
COc1ccccc1-c1cc2nc(C)cc(C)n2n1,19
O=S(=O)(CCSc1ccccc1)c1ccccc1,18
Cc1ccc(SCCS(=O)(=O)c2ccccc2)cc1,19
Cc1ccc(S(=O)(=O)CCSc2ccccc2)cc1,19
NC(=O)c1nnc2cc(-c3ccccc3)nn2c1N,19
CC(=O)Nc1c(Br)c(C2CC2)nn1-c1ccccc1,19
COc1cccc(-c2cc3nc(C)cc(C)n3n2)c1,19
OC(c1ccc(F)cc1)(c1ccc(F)cc1)C1CC1,19
Cc1ccc(C)n1N(C)c1ccc(C(F)(F)F)cn1,19
COC(=O)CCc1cc(OC)c(OC)c(OC)c1,18
N#Cc1cc(Br)cc(Br)c1N,11
Nc1cc(C(F)(F)F)ccc1OCC(F)(F)F,17
Oc1c(Br)cc(-c2nnco2)cc1Br,14
CCOC(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,20
O=c1c(Cl)c(Cl)cnn1-c1cnc2ccccc2n1,19
CCOC(=O)c1cc(C)n(Cc2cccs2)c1C,18
CCOC(=O)c1[nH]c(C)c(C(C)=O)c1-c1ccccc1,20
N#Cc1cccc(CS(=O)(=O)c2ccc(Cl)cc2)c1,19
O=S(=O)(Cc1noc(C2CCC2)n1)c1ccc(F)cc1,20
Cc1ncc(S(=O)(=O)c2ccc(Cl)cc2)c(N)n1,18
Nc1ncc(S(=O)(=O)c2ccc(Cl)cc2)c(N)n1,18
Cc1nnc(SCc2ccc(Cl)cc2)n(N)c1=O,18
CSc1nc2cc(C)nn2c(-c2ccccc2)c1C#N,20
O=C(CSc1ccccc1)NCc1cccs1,17
O=C(CSc1ccc(Cl)cc1)NCc1cccs1,18
COC(=O)C(CC(C)C)NS(=O)(=O)c1ccc(C)cc1,20
COC(=O)c1ccc(C)c(NC(=O)c2ccncc2)c1,20
N#Cc1c(F)cccc1C(C#N)c1ccc(F)cc1,19
N#Cc1cc(F)cc(F)c1NC(=O)c1cccs1,18
Cc1ccccc1C(=O)NCC(=O)c1ccc(Br)cc1,20
O=C(CNC(=O)c1ccccc1F)c1ccc(Br)cc1,20
O=C(CNC(=O)c1ccccc1F)c1ccc(Cl)cc1,20
Cc1ccccc1C(=O)NCC(=O)c1ccc(Cl)cc1,20
O=S(=O)(NC1CC1)c1ccc(Cl)c(Cl)c1,15
Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,18
COc1cc2c(cc1OC)C(C)N(S(C)(=O)=O)CC2,19
O=S(=O)(c1cccs1)N1CCc2ccccc21,17
CCN(CC)C(=O)C12CC3CCC1(C)C3(C)CO2,18
CC12COC3(C(=O)Nc4ccccc4)CC1CCC32C,20
CC12CCC(C(=O)N3CCCCC3)(OC1=O)C2(C)C,19
CC12CCC(C(=O)N3CCCC3)(OC1=O)C2(C)C,18
CC12CCC(C(=O)N3CCCCCC3)(OC1=O)C2(C)C,20
Nc1ccc(Br)cc1OC(F)(F)F,13
O=C(CSc1ncccn1)Nc1ccc(Br)cc1,18
CCN(CC)C(=O)C12CCC(C)(C(=O)C1)C2(C)C,18
CC12CCC(C(=O)N3CCCCC3)(CC1=O)C2(C)C,19
CC12CCC(C(=O)N3CCOCC3)(CC1=O)C2(C)C,19
Nc1nc(SCc2cccc(C(F)(F)F)c2)n[nH]1,18
Oc1ccc(O)c(Cc2nc3ccccc3s2)c1,18
Nc1ccccc1C(=O)NCCc1ccc(Cl)cc1,19
COC(=O)c1cc(Br)c(N)cc1OC,14
CCOC(=O)c1cn2cc(C(F)(F)F)cc(Cl)c2n1,19
COC(=O)c1cc(C(=O)Cc2ccc(Cl)cc2)c[nH]1,19
CC(=O)Nc1cc2cc(-n3cccc3)ccc2oc1=O,20
CCOC(=O)c1cnn(C(C)(C)C)c1C(F)(F)F,18
Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2F)cc1,19
CCOC(=O)c1c(-c2sccc2Cl)c[nH]c1N,17
Cc1c(Br)cc(C(=O)N2CCCC2)c(C)c1C,17
COc1ccc(Sc2ccc(N)cc2C#N)cc1,18
CC(C)(C)n1nc(-c2ccc(F)cc2)c(C#N)c1N,19
CCOC(=O)c1cn2ccccc2c1C(=O)OCC,19
COC(=O)c1c(-c2ccccc2Cl)noc1C,17
COC(=O)c1nn(-c2ccccc2)c(=O)cc1Cl,18
CC(Oc1ccccc1)c1ccnc2nc(N)nn12,19
Cc1ccc(OC(C)c2ccnc3nc(N)nn23)cc1,20
CC(O)C(=O)NS(=O)(=O)c1ccc(Br)cc1,16
CC(Oc1cccc(Cl)c1)c1ccnc2nc(N)nn12,20
N#CCC(=O)Nc1cc(C(F)(F)F)ccc1Cl,17
O=S(=O)(NCc1ccc(Br)cc1)c1ccc(F)cc1,19
CSc1ccc(OC(=O)Nc2ccccc2)cc1,18
Cc1nn(Cc2cccc(C(N)=O)c2)c(C)c1Br,18
CCOC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,20
Cc1cc(C)cc(NC(=O)Cc2ccc(O)cc2)c1,19
O=C(OCC(=O)c1cccs1)c1ccc(O)cc1,18
CS(=O)c1ccc(Oc2cccc(F)c2C#N)cc1,19
COc1ccc(-c2cnc3nc(SC)nn3c2N)cc1,20
CSc1nc2ncc(-c3ccc(F)cc3)c(N)n2n1,19
COC(=O)c1nn(-c2ccc(OC)cc2)c(=O)cc1Cl,20
CCOC(=O)C=C(N)N1CCN(c2ccccc2)CC1,20
Cc1cc(NC(=O)C2COc3ccccc3O2)no1,19
CCOC(=O)c1csc(-c2ccc(OC)c(OC)c2)n1,20
NC(=O)c1cc(C(=O)Cc2ccc(Cl)cc2)c[nH]1,18
N#Cc1cn(Cc2ccc(Cl)cc2)c(=O)[nH]c1=O,18
Cc1ccc(S(=O)(=O)Nc2ccccc2F)cc1,18
O=C(NCc1cccnc1)C1CC1c1ccccc1,19
CCOC(=O)C1CN(Cc2cccs2)C(=O)C1=O,18
CCOC(=O)c1c(-c2ccccc2)nc(=O)[nH]c1C,19
Cc1nc(NC(=O)c2ccc3c(c2)OCO3)sc1C,19
Cc1sc(NC(=O)C(C)(C)C)c(C(N)=O)c1C,17
COC(=O)c1sccc1Oc1ccc(N)cc1N,18
COC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)cc1Cl,19
CCOC(=O)c1c(-c2ccc(Cl)cc2)c[nH]c1N,18
COc1cc(NC(=O)c2ccoc2C)c(OC)cc1Cl,20
CCOC(=O)c1nocc1C(=O)c1ccc(Br)cc1,19
CCOC(=O)c1noc(C)c1C(=O)Nc1nccs1,19
CCCC(=O)Nc1sc(C(=O)OC)c(C)c1C(N)=O,19
CCOC(=O)Nc1sc(C)c(CC)c1C(N)=O,17
CN(C)C(=O)c1csc(C2COc3ccccc3O2)n1,20
O=C(c1ccc2c(c1)OCO2)n1nnc2ccccc21,20
COc1ccc(C(=O)Nc2nc(C)c(C)s2)cc1OC,20
O=S(=O)(NCc1cccs1)c1ccc(Cl)cc1,17
Cc1cc(Cl)ccc1OC(C)C(=O)NCc1ccco1,20
O=C(NCCc1cccc(Cl)c1)c1cccnc1,18
COC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,20
OCc1c(-c2ccc(Br)cc2)nc2sccn12,17
Nc1nccc(-c2sccc2Br)n1,13
Cc1cc(-c2sccc2Br)nc(N)n1,14
O=C(Nc1ccccc1O)c1cc2ccccc2o1,19
COc1ccc(-n2nc3cc(C)c(N)cc3n2)cc1,19
Cc1ccc(NC(=O)c2ccc3c(c2)CCO3)cc1,19
COC(=O)c1sccc1Oc1ccc(F)cc1N,18
O=c1c(Br)c(N2CCCC2)cnn1-c1ccccc1,19
O=c1cc(Nc2cccc(C(F)(F)F)c2)[nH]c(=O)[nH]1,19
COC(=O)c1c(-c2c(F)cccc2Cl)noc1C,18
O=S(=O)(Cc1ccc2nonc2c1)c1cccs1,18
O=S(Cc1ccc2nonc2c1)c1cccs1,17
O=S(=O)(Cc1ccc(Br)cc1F)c1ccccn1,18
Cn1nc(C(F)(F)F)c(CO)c1Sc1ccccc1,19
Cn1nc(C(F)(F)F)c(CO)c1Sc1ccc(F)cc1,20
CCOC(=O)c1nocc1C(=O)c1ccc(F)cc1,19
COC(=O)C1CC(O)CN1C(=O)c1ccc(F)cc1,19
Cn1c(CO)cnc1SCc1ccc(F)cc1,17
Cn1c(CO)cnc1SCc1c(Cl)cccc1Cl,18
Cn1c(CO)cnc1Sc1ncc(C(F)(F)F)cc1Cl,20
Cn1c(CO)cnc1SCC(=O)c1ccc(Cl)cc1,19
Cn1c(CO)cnc1SCC(=O)c1ccc(F)cc1,19
CCOC(=O)CSc1ncc(C(F)(F)F)cc1Cl,18
O=C(c1cc(Br)cc2c1OCC2)N1CCCCC1,18
CN(C)C(=O)c1cc(Br)cc2c1OCC2,15
O=C(c1cc(Br)cc2c1OCC2)N1CCOCC1,18
N#Cc1ccc(OCc2ccc3nonc3c2)cc1,19
O=C(Nc1cccc(Cl)c1)NC(CO)c1ccccc1,20
COc1ccc(Cn2c(C)c(C)c(C#N)c2N)cc1,19
CC(C)(C)OC(=O)N1CCC(Nc2ncccn2)CC1,20
COC(=O)c1ccccc1NC(=O)c1ccncc1,19
CCOC(=O)c1cnn(-c2ccc(Cl)cc2Cl)c1N,19
COC(=O)c1ccc(Oc2ccc(N)c(N)c2)cc1,19
Cc1cc(C(F)(F)F)nc2c(Cl)c(C3CC3)nn12,18
Cc1ccn(-c2cc(O)c(-n3ccc(C)n3)cc2O)n1,20
O=C(Nc1ccccc1)c1ccc2ncsc2c1,18
Nc1cccc(-c2cn3c(n2)sc2ccccc23)c1,19
Cc1cc(NC(=O)c2ccc3ncsc3c2)no1,18
Cn1c(Oc2ccc(Cl)cc2Cl)nc(C#N)c1C#N,19
CCOC(=O)c1nocc1C(=O)c1ccccc1F,19
COC(=O)c1scc2c(OC)cc(C(F)(F)F)nc12,19
N#Cc1nn(-c2cccc(C(F)(F)F)c2)c(=O)[nH]c1=O,20
CCOC(=O)C1=C(C)NC(=O)CC1c1ccccc1F,20
Cc1nc(-c2cccc(NC(=O)c3cccs3)c2)cs1,20
CCOC(=O)c1nnc2c(Br)c(C)nn2c1C,17
Cc1ncn2cc(-c3ccc(Cl)cc3)[nH]c(=O)c12,18
COC(=O)c1csc(S(=O)(=O)N2CCOCC2)c1OC,20
COC(=O)c1csc(S(=O)(=O)N2CCCCC2)c1OC,20
N#Cc1cc(-c2cccc(C(F)(F)F)c2)c[nH]c1=O,19
COC(=O)c1csc(S(=O)(=O)N2CCCC2)c1OC,19
CCOC(=O)Cn1c(=O)c(C#N)cn(C(C)C)c1=O,19
COC(=O)c1sccc1Oc1nccnc1C#N,18
N#Cc1nn(-c2c(F)cccc2F)c(=O)[nH]c1=O,18
COC(=O)c1sccc1-n1cc(C#N)c(=O)n(C)c1=O,20
COc1ccccc1C(=O)N1CCc2ccccc2C1,20
CCNC(=O)N1c2ccc(OC)cc2C(C)=CC1(C)C,20
O=S1(=O)CC(Sc2ccccc2)c2ccccc21,18
O=S1(=O)CC(Sc2cccs2)c2ccccc21,17
O=S1(=O)CC(S(=O)(=O)c2ccccc2)c2ccccc21,20
O=S1(=O)CC(S(=O)(=O)c2cccs2)c2ccccc21,19
CCS(=O)(=O)c1ccc(C(C)=O)c(Cl)c1Cl,16
CCOC(=O)Oc1cc(N)c(Cl)cc1Cl,15
COC(=O)c1ccccc1SCC(O)C(F)(F)F,18
COC(=O)c1nn(-c2ccc(Cl)cc2)ccc1=O,18
COC(=O)c1[nH]c2ccccc2c1Br,14
NC(=O)c1cc(C(=O)c2ccc(Cl)cc2Cl)c[nH]1,18
Nc1cccc(Oc2ncc(C(F)(F)F)cc2Cl)c1,19
CCOC(=O)c1nn(-c2ccccc2)c(=O)cc1Cl,19
CCOC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)cc1Cl,20
CCOC(=O)c1nn(-c2ccc(F)cc2)c(=O)cc1Cl,20
Cc1ccc(NS(=O)(=O)c2cccs2)cc1,16
CC(NS(=O)(=O)c1cccs1)c1ccccc1,17
Cn1c(CO)cnc1SCc1ccc(Cl)c(Cl)c1,18
CCOC(=O)c1nocc1C(=O)c1sccc1Cl,18
COC(=O)c1ccncc1C(=O)Nc1ccc(F)cc1,20
O=C(Nc1ccc2c(c1)C(=O)OC2)c1ccccc1,19
O=C(Nc1ccc2c(c1)C(=O)OC2)c1ccccc1Cl,20
CCOC(=O)C1CCN(c2ccccc2C#N)CC1,19
CC1C(=O)OC(c2ccccc2F)C(C)(C)C1=O,18
O=C(c1ccccc1)N1CCC(n2cccc2)CC1,19
O=C(c1ccc(Cl)cc1)N1CCC(n2cccc2)CC1,20
O=C(c1ccccc1Cl)N1CCC(n2cccc2)CC1,20
O=C(c1cccs1)N1CCC(n2cccc2)CC1,18
O=S(=O)(c1cccs1)N1CCC(n2cccc2)CC1,19
O=S(=O)(CCSc1cccs1)c1ccc(F)cc1,18
